5775,2.47689
5775.5,2.4665351
5776,2.4555761
5776.5,2.4449833
5777,2.4344388
5777.5,2.4238863
5778,2.4129842
5778.5,2.4021415
5779,2.3914869
5779.5,2.3812578
5780,2.3704798
5780.5,2.36039
5781,2.3498308
5781.5,2.3391044
5782,2.3288836
5782.5,2.3184355
5783,2.3081683
5783.5,2.2975282
5784,2.2866056
5784.5,2.2760562
5785,2.2657376
5785.5,2.2554006
5786,2.2450507
5786.5,2.2339763
5787,2.2233216
5787.5,2.2127072
5788,2.2025038
5788.5,2.1920341
5789,2.1813062
5789.5,2.1707383
5790,2.1605528
5790.5,2.1501977
5791,2.1393965
5791.5,2.1287338
5792,2.1179378
5792.5,2.1077653
5793,2.0973996
5793.5,2.0868518
5794,2.0765536
5794.5,2.0667518
5795,2.0564728
5795.5,2.0461774
5796,2.0359721
5796.5,2.0259823
5797,2.0156879
5797.5,2.0055774
5798,1.9949656
5798.5,1.9848043
5799,1.974964
5799.5,1.9648421
5800,1.9550629
5800.5,1.9449865
5801,1.935204
5801.5,1.9253866
5802,1.9154303
5802.5,1.9057943
5803,1.8958421
5803.5,1.8866951
5804,1.8768661
5804.5,1.8671376
5805,1.8576383
5805.5,1.8480297
5806,1.8383657
5806.5,1.8287146
5807,1.819307
5807.5,1.8099757
5808,1.8002632
5808.5,1.7909816
5809,1.7818272
5809.5,1.7726735
5810,1.7632797
5810.5,1.7540027
5811,1.7450847
5811.5,1.7361792
5812,1.7272693
5812.5,1.7184835
5813,1.7099022
5813.5,1.7012826
5814,1.6924385
5814.5,1.683749
5815,1.6751555
5815.5,1.6666965
5816,1.6582423
5816.5,1.649819
5817,1.6413007
5817.5,1.6329987
5818,1.624418
5818.5,1.616211
5819,1.6078873
5819.5,1.5995865
5820,1.5914518
5820.5,1.5834995
5821,1.5757929
5821.5,1.5676577
5822,1.5597961
5822.5,1.5518963
5823,1.5441799
5823.5,1.5365216
5824,1.5286871
5824.5,1.5212768
5825,1.513988
5825.5,1.5068511
5826,1.4997487
5826.5,1.4926023
5827,1.4853943
5827.5,1.4781204
5828,1.4709698
5828.5,1.4640214
5829,1.4570692
5829.5,1.4502313
5830,1.4435793
5830.5,1.4370406
5831,1.430532
5831.5,1.4240875
5832,1.4178086
5832.5,1.4114089
5833,1.405061
5833.5,1.3988086
5834,1.3926277
5834.5,1.3864401
5835,1.3804838
5835.5,1.3745237
5836,1.3683103
5836.5,1.3624286
5837,1.3564519
5837.5,1.3506218
5838,1.344673
5838.5,1.3389889
5839,1.3334028
5839.5,1.3277108
5840,1.3218976
5840.5,1.316359
5841,1.3110112
5841.5,1.3057539
5842,1.3001665
5842.5,1.2949615
5843,1.2897639
5843.5,1.284414
5844,1.279287
5844.5,1.2741523
5845,1.2692077
5845.5,1.264492
5846,1.2595078
5846.5,1.2548593
5847,1.2500686
5847.5,1.2453809
5848,1.2407499
5848.5,1.2362295
5849,1.2318955
5849.5,1.2276527
5850,1.2235016
5850.5,1.2195108
5851,1.215561
5851.5,1.2116161
5852,1.2077958
5852.5,1.2041337
5853,1.2004252
5853.5,1.19674
5854,1.1930873
5854.5,1.1895267
5855,1.1859917
5855.5,1.1826364
5856,1.1793583
5856.5,1.1761842
5857,1.172946
5857.5,1.1698872
5858,1.1668965
5858.5,1.1638942
5859,1.1610658
5859.5,1.1581936
5860,1.1554357
5860.5,1.1528366
5861,1.1501335
5861.5,1.1475509
5862,1.1451233
5862.5,1.1426968
5863,1.1403416
5863.5,1.1381404
5864,1.1358489
5864.5,1.1336801
5865,1.1316758
5865.5,1.1296382
5866,1.1276527
5866.5,1.1258286
5867,1.1238689
5867.5,1.1221401
5868,1.1203542
5868.5,1.1185582
5869,1.1168409
5869.5,1.11525
5870,1.1137242
5870.5,1.1122612
5871,1.1108214
5871.5,1.1094831
5872,1.1081818
5872.5,1.1069583
5873,1.1056331
5873.5,1.1042795
5874,1.1029681
5874.5,1.1017091
5875,1.1005528
5875.5,1.0993597
5876,1.0983456
5876.5,1.097405
5877,1.0964599
5877.5,1.0953692
5878,1.0943933
5878.5,1.0933982
5879,1.0924936
5879.5,1.0915619
5880,1.0906104
5880.5,1.0897351
5881,1.0889321
5881.5,1.0881746
5882,1.0872942
5882.5,1.0863459
5883,1.0855562
5883.5,1.0849357
5884,1.0841024
5884.5,1.0833341
5885,1.0826248
5885.5,1.0818627
5886,1.081207
5886.5,1.080488
5887,1.0798138
5887.5,1.0790399
5888,1.0784159
5888.5,1.077703
5889,1.0771467
5889.5,1.0764682
5890,1.0758142
5890.5,1.0752342
5891,1.0746108
5891.5,1.0741353
5892,1.0734702
5892.5,1.0728879
5893,1.0723699
5893.5,1.0718124
5894,1.071315
5894.5,1.0708156
5895,1.0702408
5895.5,1.0697965
5896,1.069353
5896.5,1.0688934
5897,1.0684678
5897.5,1.0679965
5898,1.0674572
5898.5,1.067034
5899,1.066673
5899.5,1.0662758
5900,1.0659182
5900.5,1.0655487
5901,1.0651603
5901.5,1.0647916
5902,1.0644952
5902.5,1.0641288
5903,1.0638478
5903.5,1.0635394
5904,1.0632169
5904.5,1.0629454
5905,1.0627594
5905.5,1.0625137
5906,1.0622495
5906.5,1.0619694
5907,1.0618854
5907.5,1.0616842
5908,1.0615812
5908.5,1.0615263
5909,1.0614428
5909.5,1.0613666
5910,1.0612161
5910.5,1.0611699
5911,1.0611545
5911.5,1.0610687
5912,1.061058
5912.5,1.0610545
5913,1.0609693
5913.5,1.0609232
5914,1.0609513
5914.5,1.0610205
5915,1.0610505
5915.5,1.0611071
5916,1.061134
5916.5,1.0611774
5917,1.0612188
5917.5,1.0612299
5918,1.0612944
5918.5,1.0613369
5919,1.0614195
5919.5,1.0615473
5920,1.0616498
5920.5,1.0616869
5921,1.0617499
5921.5,1.061872
5922,1.061958
5922.5,1.0621068
5923,1.0622093
5923.5,1.0622973
5924,1.0624803
5924.5,1.062584
5925,1.0626649
5925.5,1.0628495
5926,1.0630001
5926.5,1.0631472
5927,1.0632497
5927.5,1.0633325
5928,1.0635026
5928.5,1.063563
5929,1.0636132
5929.5,1.0636395
5930,1.0637049
5930.5,1.0638571
5931,1.0639532
5931.5,1.0640324
5932,1.0640751
5932.5,1.0641365
5933,1.0641685
5933.5,1.0642724
5934,1.064298
5934.5,1.0644134
5935,1.0645117
5935.5,1.0644819
5936,1.0645491
5936.5,1.0646624
5937,1.0647187
5937.5,1.0648268
5938,1.0649115
5938.5,1.0649333
5939,1.0649821
5939.5,1.0651104
5940,1.065158
5940.5,1.0651941
5941,1.06522
5941.5,1.0652598
5942,1.0653783
5942.5,1.0653951
5943,1.0654208
5943.5,1.0653842
5944,1.0654028
5944.5,1.0654271
5945,1.0654302
5945.5,1.0654593
5946,1.0654693
5946.5,1.065457
5947,1.0654395
5947.5,1.065462
5948,1.0654731
5948.5,1.0654746
5949,1.0654633
5949.5,1.0654146
5950,1.0653812
5950.5,1.0653585
5951,1.0652494
5951.5,1.0652289
5952,1.0651927
5952.5,1.0650971
5953,1.0650926
5953.5,1.0650108
5954,1.0650259
5954.5,1.0649819
5955,1.0649305
5955.5,1.0649313
5956,1.0648446
5956.5,1.0647593
5957,1.0647003
5957.5,1.0646335
5958,1.0645897
5958.5,1.0645908
5959,1.0646562
5959.5,1.0646744
5960,1.0646804
5960.5,1.0646995
5961,1.0647814
5961.5,1.0648444
5962,1.0648835
5962.5,1.0649658
5963,1.0650167
5963.5,1.0651002
5964,1.0652179
5964.5,1.0652801
5965,1.0654015
5965.5,1.0655242
5966,1.0656492
5966.5,1.0658018
5967,1.0659964
5967.5,1.0661126
5968,1.0662787
5968.5,1.0664792
5969,1.0666647
5969.5,1.0668176
5970,1.06696
5970.5,1.0670761
5971,1.0673049
5971.5,1.0674717
5972,1.0677006
5972.5,1.067846
5973,1.0680647
5973.5,1.0682823
5974,1.0685478
5974.5,1.0687361
5975,1.0689479
5975.5,1.0691711
5976,1.0694388
5976.5,1.0696244
5977,1.069808
5977.5,1.0699778
5978,1.070175
5978.5,1.0703789
5979,1.0705512
5979.5,1.0707194
5980,1.0708789
5980.5,1.0710878
5981,1.0712528
5981.5,1.0714007
5982,1.0715482
5982.5,1.071663
5983,1.071839
5983.5,1.0719323
5984,1.0721332
5984.5,1.0722924
5985,1.0723331
5985.5,1.0724281
5986,1.0725019
5986.5,1.072656
5987,1.0726946
5987.5,1.0727493
5988,1.0727863
5988.5,1.0728424
5989,1.0728849
5989.5,1.0729113
5990,1.0729957
5990.5,1.073095
5991,1.0731458
5991.5,1.0731942
5992,1.0732369
5992.5,1.0733347
5993,1.0733749
5993.5,1.073507
5994,1.0736014
5994.5,1.0736678
5995,1.0737507
5995.5,1.0738231
5996,1.073951
5996.5,1.0740422
5997,1.0741309
5997.5,1.0742239
5998,1.0743094
5998.5,1.0744361
5999,1.0745713
5999.5,1.0747062
