3.599999999999998181e+03,1.896169882585015558e-13,1.986571180972875876e-13,2.075327896904951472e-13,2.245449769196286566e-13,2.465418053003065982e-13,2.783746776248685765e-13,3.997973240226949855e-13
3.600499999999998181e+03,1.896714926507908573e-13,1.987646127033382916e-13,2.075169293690585650e-13,2.244414805535616070e-13,2.463774565712260307e-13,2.779635522316943051e-13,3.992757327084832512e-13
3.600999999999998181e+03,1.897646313177117447e-13,1.987484553629061754e-13,2.074499763336145465e-13,2.243369701831504387e-13,2.461732345958690368e-13,2.775130891796067542e-13,3.984677150496650480e-13
3.601499999999998181e+03,1.898367196860662134e-13,1.987178131238632478e-13,2.073572369444225892e-13,2.242359057829333520e-13,2.459360722671536506e-13,2.773737494566683558e-13,3.980416427431684994e-13
3.601999999999998181e+03,1.899121761667318816e-13,1.986985588386996944e-13,2.073733348123221556e-13,2.240925966315464094e-13,2.456997794763336509e-13,2.772083888759997679e-13,3.976543910104535811e-13
3.602499999999998181e+03,1.899644873120525599e-13,1.987083627989707426e-13,2.072941474876275504e-13,2.239667538605908046e-13,2.454852371150509480e-13,2.769227891635190687e-13,3.971344369979411339e-13
3.602999999999998636e+03,1.899932724045488727e-13,1.987448211806760604e-13,2.072768065903030082e-13,2.238666288355741789e-13,2.452708895082045760e-13,2.765502633130844311e-13,3.966499105083610108e-13
3.603499999999998636e+03,1.900692877394173002e-13,1.987216121907145813e-13,2.071940356540833864e-13,2.237262311395923831e-13,2.450769144489080907e-13,2.763131866480164730e-13,3.961678470561566297e-13
3.603999999999998181e+03,1.900192857930125889e-13,1.987089806366581077e-13,2.071233996161537875e-13,2.236659377527387128e-13,2.448986059479975900e-13,2.761289254896992441e-13,3.956848519295208152e-13
3.604499999999998181e+03,1.899950207419989184e-13,1.987427446773616439e-13,2.070818350313388474e-13,2.235806659564255059e-13,2.447456947613921096e-13,2.759543559163162708e-13,3.952972517910282035e-13
3.604999999999998181e+03,1.900001390202314218e-13,1.987419950071978646e-13,2.070287213412794273e-13,2.233894886680614222e-13,2.446018158470897911e-13,2.757788047964047384e-13,3.952330843147069813e-13
3.605499999999998181e+03,1.900058490052316741e-13,1.987154863365700198e-13,2.069923936740815441e-13,2.232899470617419256e-13,2.445202062330192907e-13,2.754015989304884689e-13,3.953329270026563303e-13
3.605999999999998181e+03,1.900300113034641661e-13,1.987273616121661010e-13,2.069091070123379505e-13,2.231655824999496207e-13,2.443606445599025128e-13,2.750958043573967347e-13,3.954285448734928030e-13
3.606499999999998181e+03,1.900535340371241884e-13,1.987392580737629518e-13,2.068772405628256139e-13,2.230451396702342406e-13,2.441877933440349431e-13,2.747607240991648175e-13,3.955198437438354502e-13
3.606999999999998181e+03,1.900717816834435601e-13,1.987904977524349530e-13,2.067890597871323980e-13,2.229791510689267609e-13,2.439898685698636788e-13,2.747752000833792628e-13,3.956067218785153595e-13
3.607499999999998181e+03,1.901182690808051093e-13,1.987870934389488307e-13,2.067131016634905869e-13,2.228447336892647673e-13,2.437990758743829718e-13,2.747548996091086090e-13,3.956890626562498105e-13
3.607999999999998181e+03,1.901030668002192235e-13,1.987524813568774047e-13,2.066215263240249298e-13,2.227491142754789679e-13,2.437183925419713043e-13,2.748208600748570242e-13,3.957668012750110258e-13
3.608499999999998181e+03,1.901180518051009946e-13,1.987238099692222003e-13,2.065867443201156525e-13,2.226557183842009420e-13,2.435553179036954785e-13,2.750719515332937934e-13,3.958398242922842886e-13
3.608999999999998181e+03,1.901325651692144558e-13,1.986916793340542614e-13,2.064982310864407024e-13,2.225707453137945708e-13,2.432963377231040402e-13,2.752354052300703713e-13,3.960098374941954509e-13
