3600,2.9732949
3600.5,2.9735447
3601,2.9732145
3601.5,2.9732361
3602,2.9725944
3602.5,2.9725893
3603,2.9722215
3603.5,2.9727087
3604,2.9720438
3604.5,2.9727727
3605,2.9720804
3605.5,2.9721361
3606,2.9717046
3606.5,2.9712968
3607,2.9707448
3607.5,2.9703608
3608,2.9699808
3608.5,2.970632
3609,2.9690108
3609.5,2.9688681
3610,2.9685384
3610.5,2.9683269
3611,2.9674987
3611.5,2.967437
3612,2.9672595
3612.5,2.9676131
3613,2.9682928
3613.5,2.966443
3614,2.9666702
3614.5,2.9670385
3615,2.9665675
3615.5,2.9660534
3616,2.9660117
3616.5,2.9663858
3617,2.9660248
3617.5,2.9665472
3618,2.9664973
3618.5,2.9668449
3619,2.9667103
3619.5,2.9664627
3620,2.9658522
3620.5,2.9655056
3621,2.9651302
3621.5,2.9645898
3622,2.9635836
3622.5,2.9640686
3623,2.9632838
3623.5,2.9621203
3624,2.9615106
3624.5,2.9615521
3625,2.9612679
3625.5,2.960636
3626,2.9593834
3626.5,2.9581993
3627,2.9568624
3627.5,2.9562624
3628,2.9544972
3628.5,2.9544213
3629,2.9541621
3629.5,2.953383
3630,2.9527403
3630.5,2.9519889
3631,2.9515528
3631.5,2.9503636
3632,2.9487286
3632.5,2.9469723
3633,2.9460629
3633.5,2.9448835
3634,2.9436393
3634.5,2.9424317
3635,2.9418637
3635.5,2.94182
3636,2.9400197
3636.5,2.9392684
3637,2.9380049
3637.5,2.9357139
3638,2.9336225
3638.5,2.9326875
3639,2.93087
3639.5,2.9296643
3640,2.9291038
3640.5,2.9273263
3641,2.9263144
3641.5,2.9251853
3642,2.9244219
3642.5,2.9224918
3643,2.9205051
3643.5,2.9184982
3644,2.916386
3644.5,2.9143413
3645,2.9126103
3645.5,2.9108861
3646,2.9086123
3646.5,2.9067991
3647,2.9054622
3647.5,2.9038417
3648,2.9018643
3648.5,2.8999385
3649,2.8971913
3649.5,2.8958575
3650,2.8937998
3650.5,2.8914658
3651,2.8888639
3651.5,2.8864568
3652,2.8843195
3652.5,2.8822276
3653,2.8803586
3653.5,2.8784148
3654,2.8764029
3654.5,2.8738519
3655,2.8717244
3655.5,2.8691082
3656,2.8670576
3656.5,2.864459
3657,2.8617813
3657.5,2.8590715
3658,2.8570787
3658.5,2.8543958
3659,2.8516726
3659.5,2.8493288
3660,2.8469904
3660.5,2.8437272
3661,2.8409584
3661.5,2.8386646
3662,2.8363093
3662.5,2.8342832
3663,2.832222
3663.5,2.8296155
3664,2.8270206
3664.5,2.8244866
3665,2.8217836
3665.5,2.8193622
3666,2.8166962
3666.5,2.813017
3667,2.8103483
3667.5,2.8079283
3668,2.8053862
3668.5,2.8026611
3669,2.7997014
3669.5,2.7969939
