# LVM fiducial metrology file
#
# The purpose of this file is to give fiducial positions relative to the center of an IFU
# for fibers in a given bundle.  The fiber numbering scheme here is clockwise starting
# from the center, incrementing along the vertical x=0 axis, using the Excel IFU fiber map
# schematic as guide. The data structure is as follows.
#
# Data table entries:
# 1) fiberid: Fiber number within the bundle.
# 2) ringid: Ring id number of the fiber
# 3) ringfnum: Fiber number within a ring, starting from 1, at the vertical x=0 position
# 4) raoff: The ra offset of the fiber in arcsec relative to the ifu center
# 5) decoff: The dec offset of the fiber in arcsec relative to the ifu center
#
# raoff and decoff are both given in arcseconds, so they should be added to the central pointing to get
# the effective on-sky coordinates of the fiber
# E.g., if RA=213.3423D and DEC=52.3234D in decimal degrees (ALWAYS use double precision here!)
# then RAfiber=RA+raoff/3600.D/cos(DEC*!DPI/180.)    DECfiber=DEC+decoff/3600.D
#
# Assumes that fiberdiameter=35.3 arcsec
#

fiberid,ringid,ringfnum,raoff,decoff
720,16,89,64.0857,517.9989
721,16,90,32.0428,536.4988
722,17,1,-0.0,591.9984
723,17,2,-32.0428,573.4985
724,17,3,-64.0856,554.9987
725,17,4,-96.1285,536.4988
726,17,5,-128.1713,517.9989
727,17,6,-160.2142,499.499
728,17,7,-192.2571,480.9991
729,17,8,-224.2999,462.4992
730,17,9,-256.3428,443.9993
731,17,10,-288.3857,425.4994
732,17,11,-320.4285,406.9995
733,17,12,-352.4714,388.4995
734,17,13,-384.5142,369.9996
735,17,14,-416.557,351.4997
736,17,15,-448.5999,332.9997
737,17,16,-480.6427,314.4998
738,17,17,-512.686,74.0
739,17,18,-512.686,37.0
740,17,19,-512.686,0.0
741,17,20,-512.686,-37.0
742,17,21,-512.686,-74.0
743,17,22,-512.6859,148.0
744,17,23,-512.6859,111.0
745,17,24,-512.6859,-111.0
746,17,25,-512.6859,-148.0
747,17,26,-512.6858,185.0
748,17,27,-512.6858,-185.0
749,17,28,-512.6857,221.9999
750,17,29,-512.6857,-221.9999
751,17,30,-512.6856,258.9999
752,17,31,-512.6856,-258.9999
753,17,32,-512.6855,295.9998
754,17,33,-512.6855,-295.9998
755,17,34,-480.6427,-314.4998
756,17,35,-448.5999,-332.9997
757,17,36,-416.557,-351.4997
758,17,37,-384.5142,-369.9996
759,17,38,-352.4714,-388.4995
760,17,39,-320.4285,-406.9995
761,17,40,-288.3857,-425.4994
762,17,41,-256.3428,-443.9993
763,17,42,-224.2999,-462.4992
764,17,43,-192.2571,-480.9991
765,17,44,-160.2142,-499.499
766,17,45,-128.1713,-517.9989
767,17,46,-96.1285,-536.4988
768,17,47,-64.0856,-554.9987
769,17,48,-32.0428,-573.4985
770,17,49,-0.0,-591.9984
771,17,50,32.0428,-573.4985
772,17,51,64.0856,-554.9987
773,17,52,96.1285,-536.4988
774,17,53,128.1713,-517.9989
775,17,54,160.2142,-499.499
776,17,55,192.2571,-480.9991
777,17,56,224.2999,-462.4992
778,17,57,256.3428,-443.9993
779,17,58,288.3857,-425.4994
780,17,59,320.4285,-406.9995
781,17,60,352.4714,-388.4995
782,17,61,384.5142,-369.9996
783,17,62,416.557,-351.4997
784,17,63,448.5999,-332.9997
785,17,64,480.6427,-314.4998
786,17,65,512.686,-74.0
787,17,66,512.686,-37.0
788,17,67,512.686,0.0
789,17,68,512.686,37.0
790,17,69,512.686,74.0
791,17,70,512.6859,-148.0
792,17,71,512.6859,-111.0
793,17,72,512.6859,111.0
794,17,73,512.6859,148.0
795,17,74,512.6858,-185.0
796,17,75,512.6858,185.0
797,17,76,512.6857,-221.9999
798,17,77,512.6857,221.9999
799,17,78,512.6856,-258.9999
800,17,79,512.6856,258.9999
801,17,80,512.6855,-295.9998
802,17,81,512.6855,295.9998
803,17,82,480.6427,314.4998
804,17,83,448.5999,332.9997
805,17,84,416.557,351.4997
806,17,85,384.5142,369.9996
807,17,86,352.4714,388.4995
808,17,87,320.4285,406.9995
809,17,88,288.3857,425.4994
810,17,89,256.3428,443.9993
811,17,90,224.2999,462.4992
812,17,91,192.2571,480.9991
813,17,92,160.2142,499.499
814,17,93,128.1713,517.9989
815,17,94,96.1285,536.4988
816,17,95,64.0856,554.9987
817,17,96,32.0428,573.4985
818,18,1,-0.0,628.9981
819,18,2,-32.0428,610.4982
820,18,3,-64.0856,591.9984
821,18,4,-96.1284,573.4985
822,18,5,-128.1713,554.9987
823,18,6,-160.2141,536.4988
824,18,7,-192.257,517.9989
825,18,8,-224.2998,499.499
826,18,9,-256.3427,480.9991
827,18,10,-288.3855,462.4992
828,18,11,-320.4284,443.9993
829,18,12,-352.4712,425.4994
830,18,13,-384.5141,406.9995
831,18,14,-416.5569,388.4995
832,18,15,-448.5997,369.9996
833,18,16,-480.6425,351.4997
834,18,17,-512.6853,332.9997
835,18,18,-544.7287,92.5
836,18,19,-544.7287,55.5
837,18,20,-544.7287,18.5
838,18,21,-544.7287,-18.5
839,18,22,-544.7287,-55.5
840,18,23,-544.7287,-92.5
841,18,24,-544.7286,129.5
842,18,25,-544.7286,-129.5
843,18,26,-544.7285,166.5
844,18,27,-544.7285,-166.5
845,18,28,-544.7284,203.4999
846,18,29,-544.7284,-203.4999
847,18,30,-544.7283,240.4999
848,18,31,-544.7283,-240.4999
849,18,32,-544.7282,277.4998
850,18,33,-544.7282,-277.4998
851,18,34,-544.7281,314.4998
852,18,35,-544.7281,-314.4998
853,18,36,-512.6853,-332.9997
854,18,37,-480.6425,-351.4997
855,18,38,-448.5997,-369.9996
856,18,39,-416.5569,-388.4995
857,18,40,-384.5141,-406.9995
858,18,41,-352.4712,-425.4994
859,18,42,-320.4284,-443.9993
860,18,43,-288.3855,-462.4992
861,18,44,-256.3427,-480.9991
862,18,45,-224.2998,-499.499
863,18,46,-192.257,-517.9989
864,18,47,-160.2141,-536.4988
865,18,48,-128.1713,-554.9987
866,18,49,-96.1284,-573.4985
867,18,50,-64.0856,-591.9984
868,18,51,-32.0428,-610.4982
869,18,52,-0.0,-628.9981
870,18,53,32.0428,-610.4982
871,18,54,64.0856,-591.9984
872,18,55,96.1284,-573.4985
873,18,56,128.1713,-554.9987
874,18,57,160.2141,-536.4988
875,18,58,192.257,-517.9989
876,18,59,224.2998,-499.499
877,18,60,256.3427,-480.9991
878,18,61,288.3855,-462.4992
879,18,62,320.4284,-443.9993
880,18,63,352.4712,-425.4994
881,18,64,384.5141,-406.9995
882,18,65,416.5569,-388.4995
883,18,66,448.5997,-369.9996
884,18,67,480.6425,-351.4997
885,18,68,512.6853,-332.9997
886,18,69,544.7287,-92.5
887,18,70,544.7287,-55.5
888,18,71,544.7287,-18.5
889,18,72,544.7287,18.5
890,18,73,544.7287,55.5
891,18,74,544.7287,92.5
892,18,75,544.7286,-129.5
893,18,76,544.7286,129.5
894,18,77,544.7285,-166.5
895,18,78,544.7285,166.5
896,18,79,544.7284,-203.4999
897,18,80,544.7284,203.4999
898,18,81,544.7283,-240.4999
899,18,82,544.7283,240.4999
900,18,83,544.7282,-277.4998
901,18,84,544.7282,277.4998
902,18,85,544.7281,-314.4998
903,18,86,544.7281,314.4998
904,18,87,512.6853,332.9997
905,18,88,480.6425,351.4997
906,18,89,448.5997,369.9996
907,18,90,416.5569,388.4995
908,18,91,384.5141,406.9995
909,18,92,352.4712,425.4994
910,18,93,320.4284,443.9993
911,18,94,288.3855,462.4992
912,18,95,256.3427,480.9991
913,18,96,224.2998,499.499
914,18,97,192.257,517.9989
915,18,98,160.2141,536.4988
916,18,99,128.1713,554.9987
917,18,100,96.1284,573.4985
918,18,101,64.0856,591.9984
919,18,102,32.0428,610.4982
920,19,1,-0.0,665.9977
921,19,2,-32.0428,647.4979
922,19,3,-64.0856,628.9981
923,19,4,-96.1284,610.4982
924,19,5,-128.1712,591.9984
925,19,6,-160.214,573.4985
926,19,7,-192.2569,554.9987
927,19,8,-224.2997,536.4988
928,19,9,-256.3426,517.9989
929,19,10,-288.3854,499.499
930,19,11,-320.4283,480.9991
931,19,12,-352.4711,462.4992
932,19,13,-384.5139,443.9993
933,19,14,-416.5568,425.4994
934,19,15,-448.5996,406.9995
935,19,16,-480.6424,388.4995
936,19,17,-512.6852,369.9996
937,19,18,-544.7279,351.4997
938,19,19,-576.7714,74.0
939,19,20,-576.7714,37.0
940,19,21,-576.7714,0.0
941,19,22,-576.7714,-37.0
942,19,23,-576.7714,-74.0
943,19,24,-576.7713,148.0
944,19,25,-576.7713,111.0
945,19,26,-576.7713,-111.0
946,19,27,-576.7713,-148.0
947,19,28,-576.7712,185.0
948,19,29,-576.7712,-185.0
949,19,30,-576.7711,221.9999
950,19,31,-576.7711,-221.9999
951,19,32,-576.771,258.9999
952,19,33,-576.771,-258.9999
953,19,34,-576.7708,295.9998
954,19,35,-576.7708,-295.9998
955,19,36,-576.7707,332.9997
956,19,37,-576.7707,-332.9997
957,19,38,-544.7279,-351.4997
958,19,39,-512.6852,-369.9996
959,19,40,-480.6424,-388.4995
960,19,41,-448.5996,-406.9995
961,19,42,-416.5568,-425.4994
962,19,43,-384.5139,-443.9993
963,19,44,-352.4711,-462.4992
964,19,45,-320.4283,-480.9991
965,19,46,-288.3854,-499.499
966,19,47,-256.3426,-517.9989
967,19,48,-224.2997,-536.4988
968,19,49,-192.2569,-554.9987
969,19,50,-160.214,-573.4985
970,19,51,-128.1712,-591.9984
971,19,52,-96.1284,-610.4982
972,19,53,-64.0856,-628.9981
973,19,54,-32.0428,-647.4979
974,19,55,-0.0,-665.9977
975,19,56,32.0428,-647.4979
976,19,57,64.0856,-628.9981
977,19,58,96.1284,-610.4982
978,19,59,128.1712,-591.9984
979,19,60,160.214,-573.4985
980,19,61,192.2569,-554.9987
981,19,62,224.2997,-536.4988
982,19,63,256.3426,-517.9989
983,19,64,288.3854,-499.499
984,19,65,320.4283,-480.9991
985,19,66,352.4711,-462.4992
986,19,67,384.5139,-443.9993
987,19,68,416.5568,-425.4994
988,19,69,448.5996,-406.9995
989,19,70,480.6424,-388.4995
990,19,71,512.6852,-369.9996
991,19,72,544.7279,-351.4997
992,19,73,576.7714,-74.0
993,19,74,576.7714,-37.0
994,19,75,576.7714,0.0
995,19,76,576.7714,37.0
996,19,77,576.7714,74.0
997,19,78,576.7713,-148.0
998,19,79,576.7713,-111.0
999,19,80,576.7713,111.0
1000,19,81,576.7713,148.0
1001,19,82,576.7712,-185.0
1002,19,83,576.7712,185.0
1003,19,84,576.7711,-221.9999
1004,19,85,576.7711,221.9999
1005,19,86,576.771,-258.9999
1006,19,87,576.771,258.9999
1007,19,88,576.7708,-295.9998
1008,19,89,576.7708,295.9998
1009,19,90,576.7707,-332.9997
1010,19,91,576.7707,332.9997
1011,19,92,544.7279,351.4997
1012,19,93,512.6852,369.9996
1013,19,94,480.6424,388.4995
1014,19,95,448.5996,406.9995
1015,19,96,416.5568,425.4994
1016,19,97,384.5139,443.9993
1017,19,98,352.4711,462.4992
1018,19,99,320.4283,480.9991
1019,19,100,288.3854,499.499
1020,19,101,256.3426,517.9989
1021,19,102,224.2997,536.4988
1022,19,103,192.2569,554.9987
1023,19,104,160.214,573.4985
1024,19,105,128.1712,591.9984
1025,19,106,96.1284,610.4982
1026,19,107,64.0856,628.9981
1027,19,108,32.0428,647.4979
1028,20,1,-0.0,702.9973
1029,20,2,-32.0428,684.4975
1030,20,3,-64.0855,665.9977
1031,20,4,-96.1283,647.4979
1032,20,5,-128.1711,628.9981
1033,20,6,-160.214,610.4982
1034,20,7,-192.2568,591.9984
1035,20,8,-224.2996,573.4985
1036,20,9,-256.3425,554.9987
1037,20,10,-288.3853,536.4988
1038,20,11,-320.4281,517.9989
1039,20,12,-352.471,499.499
1040,20,13,-384.5138,480.9991
1041,20,14,-416.5566,462.4992
1042,20,15,-448.5994,443.9993
1043,20,16,-480.6422,425.4994
1044,20,17,-512.685,406.9995
1045,20,18,-544.7277,388.4995
1046,20,19,-576.7705,369.9996
1047,20,20,-608.8141,55.5
1048,20,21,-608.8141,18.5
1049,20,22,-608.8141,-18.5
1050,20,23,-608.8141,-55.5
1051,20,24,-608.814,129.5
1052,20,25,-608.814,92.5
1053,20,26,-608.814,-92.5
1054,20,27,-608.814,-129.5
1055,20,28,-608.8139,166.5
1056,20,29,-608.8139,-166.5
1057,20,30,-608.8138,203.4999
1058,20,31,-608.8138,-203.4999
1059,20,32,-608.8137,240.4999
1060,20,33,-608.8137,-240.4999
1061,20,34,-608.8135,277.4998
1062,20,35,-608.8135,-277.4998
1063,20,36,-608.8134,314.4998
1064,20,37,-608.8134,-314.4998
1065,20,38,-608.8132,351.4997
1066,20,39,-608.8132,-351.4997
1067,20,40,-576.7705,-369.9996
1068,20,41,-544.7277,-388.4995
1069,20,42,-512.685,-406.9995
1070,20,43,-480.6422,-425.4994
1071,20,44,-448.5994,-443.9993
1072,20,45,-416.5566,-462.4992
1073,20,46,-384.5138,-480.9991
1074,20,47,-352.471,-499.499
1075,20,48,-320.4281,-517.9989
1076,20,49,-288.3853,-536.4988
1077,20,50,-256.3425,-554.9987
1078,20,51,-224.2996,-573.4985
1079,20,52,-192.2568,-591.9984
1080,20,53,-160.214,-610.4982
1081,20,54,-128.1711,-628.9981
1082,20,55,-96.1283,-647.4979
1083,20,56,-64.0855,-665.9977
1084,20,57,-32.0428,-684.4975
1085,20,58,-0.0,-702.9973
1086,20,59,32.0428,-684.4975
1087,20,60,64.0855,-665.9977
1088,20,61,96.1283,-647.4979
1089,20,62,128.1711,-628.9981
1090,20,63,160.214,-610.4982
1091,20,64,192.2568,-591.9984
1092,20,65,224.2996,-573.4985
1093,20,66,256.3425,-554.9987
1094,20,67,288.3853,-536.4988
1095,20,68,320.4281,-517.9989
1096,20,69,352.471,-499.499
1097,20,70,384.5138,-480.9991
1098,20,71,416.5566,-462.4992
1099,20,72,448.5994,-443.9993
1100,20,73,480.6422,-425.4994
1101,20,74,512.685,-406.9995
1102,20,75,544.7277,-388.4995
1103,20,76,576.7705,-369.9996
1104,20,77,608.8141,-55.5
1105,20,78,608.8141,-18.5
1106,20,79,608.8141,18.5
1107,20,80,608.8141,55.5
1108,20,81,608.814,-129.5
1109,20,82,608.814,-92.5
1110,20,83,608.814,92.5
1111,20,84,608.814,129.5
1112,20,85,608.8139,-166.5
1113,20,86,608.8139,166.5
1114,20,87,608.8138,-203.4999
1115,20,88,608.8138,203.4999
1116,20,89,608.8137,-240.4999
1117,20,90,608.8137,240.4999
1118,20,91,608.8135,-277.4998
1119,20,92,608.8135,277.4998
1120,20,93,608.8134,-314.4998
1121,20,94,608.8134,314.4998
1122,20,95,608.8132,-351.4997
1123,20,96,608.8132,351.4997
1124,20,97,576.7705,369.9996
1125,20,98,544.7277,388.4995
1126,20,99,512.685,406.9995
1127,20,100,480.6422,425.4994
1128,20,101,448.5994,443.9993
1129,20,102,416.5566,462.4992
1130,20,103,384.5138,480.9991
1131,20,104,352.471,499.499
1132,20,105,320.4281,517.9989
1133,20,106,288.3853,536.4988
1134,20,107,256.3425,554.9987
1135,20,108,224.2996,573.4985
1136,20,109,192.2568,591.9984
1137,20,110,160.214,610.4982
1138,20,111,128.1711,628.9981
1139,20,112,96.1283,647.4979
1140,20,113,64.0855,665.9977
1141,20,114,32.0428,684.4975
1142,21,1,-0.0,739.9968
1143,21,2,-32.0427,721.4971
1144,21,3,-64.0855,702.9973
1145,21,4,-96.1283,684.4975
1146,21,5,-128.1711,665.9977
1147,21,6,-160.2139,647.4979
1148,21,7,-192.2567,628.9981
1149,21,8,-224.2995,610.4982
1150,21,9,-256.3423,591.9984
1151,21,10,-288.3852,573.4985
1152,21,11,-320.428,554.9987
1153,21,12,-352.4708,536.4988
1154,21,13,-384.5136,517.9989
1155,21,14,-416.5564,499.499
1156,21,15,-448.5992,480.9991
1157,21,16,-480.642,462.4992
1158,21,17,-512.6848,443.9993
1159,21,18,-544.7276,425.4994
1160,21,19,-576.7703,406.9995
1161,21,20,-608.813,388.4995
1162,21,21,-640.8567,74.0
1163,21,22,-640.8567,37.0
1164,21,23,-640.8567,0.0
1165,21,24,-640.8567,-37.0
1166,21,25,-640.8567,-74.0
1167,21,26,-640.8566,148.0
1168,21,27,-640.8566,111.0
1169,21,28,-640.8566,-111.0
1170,21,29,-640.8566,-148.0
1171,21,30,-640.8565,185.0
1172,21,31,-640.8565,-185.0
1173,21,32,-640.8564,221.9999
1174,21,33,-640.8564,-221.9999
1175,21,34,-640.8562,258.9999
1176,21,35,-640.8562,-258.9999
1177,21,36,-640.8561,295.9998
1178,21,37,-640.8561,-295.9998
1179,21,38,-640.8559,332.9997
1180,21,39,-640.8559,-332.9997
1181,21,40,-640.8557,369.9996
1182,21,41,-640.8557,-369.9996
1183,21,42,-608.813,-388.4995
1184,21,43,-576.7703,-406.9995
1185,21,44,-544.7276,-425.4994
1186,21,45,-512.6848,-443.9993
1187,21,46,-480.642,-462.4992
1188,21,47,-448.5992,-480.9991
1189,21,48,-416.5564,-499.499
1190,21,49,-384.5136,-517.9989
1191,21,50,-352.4708,-536.4988
1192,21,51,-320.428,-554.9987
1193,21,52,-288.3852,-573.4985
1194,21,53,-256.3423,-591.9984
1195,21,54,-224.2995,-610.4982
1196,21,55,-192.2567,-628.9981
1197,21,56,-160.2139,-647.4979
1198,21,57,-128.1711,-665.9977
1199,21,58,-96.1283,-684.4975
1200,21,59,-64.0855,-702.9973
1201,21,60,-32.0427,-721.4971
1202,21,61,-0.0,-739.9968
1203,21,62,32.0427,-721.4971
1204,21,63,64.0855,-702.9973
1205,21,64,96.1283,-684.4975
1206,21,65,128.1711,-665.9977
1207,21,66,160.2139,-647.4979
1208,21,67,192.2567,-628.9981
1209,21,68,224.2995,-610.4982
1210,21,69,256.3423,-591.9984
1211,21,70,288.3852,-573.4985
1212,21,71,320.428,-554.9987
1213,21,72,352.4708,-536.4988
1214,21,73,384.5136,-517.9989
1215,21,74,416.5564,-499.499
1216,21,75,448.5992,-480.9991
1217,21,76,480.642,-462.4992
1218,21,77,512.6848,-443.9993
1219,21,78,544.7276,-425.4994
1220,21,79,576.7703,-406.9995
1221,21,80,608.813,-388.4995
1222,21,81,640.8567,-74.0
1223,21,82,640.8567,-37.0
1224,21,83,640.8567,0.0
1225,21,84,640.8567,37.0
1226,21,85,640.8567,74.0
1227,21,86,640.8566,-148.0
1228,21,87,640.8566,-111.0
1229,21,88,640.8566,111.0
1230,21,89,640.8566,148.0
1231,21,90,640.8565,-185.0
1232,21,91,640.8565,185.0
1233,21,92,640.8564,-221.9999
1234,21,93,640.8564,221.9999
1235,21,94,640.8562,-258.9999
1236,21,95,640.8562,258.9999
1237,21,96,640.8561,-295.9998
1238,21,97,640.8561,295.9998
1239,21,98,640.8559,-332.9997
1240,21,99,640.8559,332.9997
1241,21,100,640.8557,-369.9996
1242,21,101,640.8557,369.9996
1243,21,102,608.813,388.4995
1244,21,103,576.7703,406.9995
1245,21,104,544.7276,425.4994
1246,21,105,512.6848,443.9993
1247,21,106,480.642,462.4992
1248,21,107,448.5992,480.9991
1249,21,108,416.5564,499.499
1250,21,109,384.5136,517.9989
1251,21,110,352.4708,536.4988
1252,21,111,320.428,554.9987
1253,21,112,288.3852,573.4985
1254,21,113,256.3423,591.9984
1255,21,114,224.2995,610.4982
1256,21,115,192.2567,628.9981
1257,21,116,160.2139,647.4979
1258,21,117,128.1711,665.9977
1259,21,118,96.1283,684.4975
1260,21,119,64.0855,702.9973
1261,21,120,32.0427,721.4971
1262,22,1,-0.0,776.9963
1263,22,2,-32.0427,758.4966
1264,22,3,-64.0855,739.9968
1265,22,4,-96.1282,721.4971
1266,22,5,-128.171,702.9973
1267,22,6,-160.2138,684.4975
1268,22,7,-192.2566,665.9977
1269,22,8,-224.2994,647.4979
1270,22,9,-256.3422,628.9981
1271,22,10,-288.385,610.4982
1272,22,11,-320.4278,591.9984
1273,22,12,-352.4706,573.4985
1274,22,13,-384.5134,554.9987
1275,22,14,-416.5562,536.4988
1276,22,15,-448.599,517.9989
1277,22,16,-480.6418,499.499
1278,22,17,-512.6846,480.9991
1279,22,18,-544.7273,462.4992
1280,22,19,-576.7701,443.9993
1281,22,20,-608.8128,425.4994
1282,22,21,-640.8555,406.9995
1283,22,22,-672.8993,92.5
1284,22,23,-672.8993,55.5
1285,22,24,-672.8993,18.5
1286,22,25,-672.8993,-18.5
1287,22,26,-672.8993,-55.5
1288,22,27,-672.8993,-92.5
1289,22,28,-672.8992,129.5
1290,22,29,-672.8992,-129.5
1291,22,30,-672.8991,166.5
1292,22,31,-672.8991,-166.5
1293,22,32,-672.899,203.4999
1294,22,33,-672.899,-203.4999
1295,22,34,-672.8989,240.4999
1296,22,35,-672.8989,-240.4999
1297,22,36,-672.8987,277.4998
1298,22,37,-672.8987,-277.4998
1299,22,38,-672.8986,314.4998
1300,22,39,-672.8986,-314.4998
1301,22,40,-672.8984,351.4997
1302,22,41,-672.8984,-351.4997
1303,22,42,-672.8982,388.4995
1304,22,43,-672.8982,-388.4995
1305,22,44,-640.8555,-406.9995
1306,22,45,-608.8128,-425.4994
1307,22,46,-576.7701,-443.9993
1308,22,47,-544.7273,-462.4992
1309,22,48,-512.6846,-480.9991
1310,22,49,-480.6418,-499.499
1311,22,50,-448.599,-517.9989
1312,22,51,-416.5562,-536.4988
1313,22,52,-384.5134,-554.9987
1314,22,53,-352.4706,-573.4985
1315,22,54,-320.4278,-591.9984
1316,22,55,-288.385,-610.4982
1317,22,56,-256.3422,-628.9981
1318,22,57,-224.2994,-647.4979
1319,22,58,-192.2566,-665.9977
1320,22,59,-160.2138,-684.4975
1321,22,60,-128.171,-702.9973
1322,22,61,-96.1282,-721.4971
1323,22,62,-64.0855,-739.9968
1324,22,63,-32.0427,-758.4966
1325,22,64,-0.0,-776.9963
1326,22,65,32.0427,-758.4966
1327,22,66,64.0855,-739.9968
1328,22,67,96.1282,-721.4971
1329,22,68,128.171,-702.9973
1330,22,69,160.2138,-684.4975
1331,22,70,192.2566,-665.9977
1332,22,71,224.2994,-647.4979
1333,22,72,256.3422,-628.9981
1334,22,73,288.385,-610.4982
1335,22,74,320.4278,-591.9984
1336,22,75,352.4706,-573.4985
1337,22,76,384.5134,-554.9987
1338,22,77,416.5562,-536.4988
1339,22,78,448.599,-517.9989
1340,22,79,480.6418,-499.499
1341,22,80,512.6846,-480.9991
1342,22,81,544.7273,-462.4992
1343,22,82,576.7701,-443.9993
1344,22,83,608.8128,-425.4994
1345,22,84,640.8555,-406.9995
1346,22,85,672.8993,-92.5
1347,22,86,672.8993,-55.5
1348,22,87,672.8993,-18.5
1349,22,88,672.8993,18.5
1350,22,89,672.8993,55.5
1351,22,90,672.8993,92.5
1352,22,91,672.8992,-129.5
1353,22,92,672.8992,129.5
1354,22,93,672.8991,-166.5
1355,22,94,672.8991,166.5
1356,22,95,672.899,-203.4999
1357,22,96,672.899,203.4999
1358,22,97,672.8989,-240.4999
1359,22,98,672.8989,240.4999
1360,22,99,672.8987,-277.4998
1361,22,100,672.8987,277.4998
1362,22,101,672.8986,-314.4998
1363,22,102,672.8986,314.4998
1364,22,103,672.8984,-351.4997
1365,22,104,672.8984,351.4997
1366,22,105,672.8982,-388.4995
1367,22,106,672.8982,388.4995
1368,22,107,640.8555,406.9995
1369,22,108,608.8128,425.4994
1370,22,109,576.7701,443.9993
1371,22,110,544.7273,462.4992
1372,22,111,512.6846,480.9991
1373,22,112,480.6418,499.499
1374,22,113,448.599,517.9989
1375,22,114,416.5562,536.4988
1376,22,115,384.5134,554.9987
1377,22,116,352.4706,573.4985
1378,22,117,320.4278,591.9984
1379,22,118,288.385,610.4982
1380,22,119,256.3422,628.9981
1381,22,120,224.2994,647.4979
1382,22,121,192.2566,665.9977
1383,22,122,160.2138,684.4975
1384,22,123,128.171,702.9973
1385,22,124,96.1282,721.4971
1386,22,125,64.0855,739.9968
1387,22,126,32.0427,758.4966
1388,23,1,-0.0,813.9958
1389,23,2,-32.0427,795.4961
1390,23,3,-64.0854,776.9963
1391,23,4,-96.1282,758.4966
1392,23,5,-128.1709,739.9968
1393,23,6,-160.2137,721.4971
1394,23,7,-192.2565,702.9973
1395,23,8,-224.2993,684.4975
1396,23,9,-256.3421,665.9977
1397,23,10,-288.3849,647.4979
1398,23,11,-320.4277,628.9981
1399,23,12,-352.4705,610.4982
1400,23,13,-384.5133,591.9984
1401,23,14,-416.556,573.4985
1402,23,15,-448.5988,554.9987
1403,23,16,-480.6416,536.4988
1404,23,17,-512.6844,517.9989
1405,23,18,-544.7271,499.499
1406,23,19,-576.7698,480.9991
1407,23,20,-608.8126,462.4992
1408,23,21,-640.8553,443.9993
1409,23,22,-672.8979,425.4994
1410,23,23,-704.9419,74.0
1411,23,24,-704.9419,37.0
1412,23,25,-704.9419,0.0
1413,23,26,-704.9419,-37.0
1414,23,27,-704.9419,-74.0
1415,23,28,-704.9418,148.0
1416,23,29,-704.9418,111.0
1417,23,30,-704.9418,-111.0
1418,23,31,-704.9418,-148.0
1419,23,32,-704.9417,185.0
1420,23,33,-704.9417,-185.0
1421,23,34,-704.9415,221.9999
1422,23,35,-704.9415,-221.9999
1423,23,36,-704.9414,258.9999
1424,23,37,-704.9414,-258.9999
1425,23,38,-704.9412,295.9998
1426,23,39,-704.9412,-295.9998
1427,23,40,-704.941,332.9997
1428,23,41,-704.941,-332.9997
1429,23,42,-704.9408,369.9996
1430,23,43,-704.9408,-369.9996
1431,23,44,-704.9406,406.9995
1432,23,45,-704.9406,-406.9995
1433,23,46,-672.8979,-425.4994
1434,23,47,-640.8553,-443.9993
1435,23,48,-608.8126,-462.4992
1436,23,49,-576.7698,-480.9991
1437,23,50,-544.7271,-499.499
1438,23,51,-512.6844,-517.9989
1439,23,52,-480.6416,-536.4988
1440,23,53,-448.5988,-554.9987
1441,23,54,-416.556,-573.4985
1442,23,55,-384.5133,-591.9984
1443,23,56,-352.4705,-610.4982
1444,23,57,-320.4277,-628.9981
1445,23,58,-288.3849,-647.4979
1446,23,59,-256.3421,-665.9977
1447,23,60,-224.2993,-684.4975
1448,23,61,-192.2565,-702.9973
1449,23,62,-160.2137,-721.4971
1450,23,63,-128.1709,-739.9968
1451,23,64,-96.1282,-758.4966
1452,23,65,-64.0854,-776.9963
1453,23,66,-32.0427,-795.4961
1454,23,67,-0.0,-813.9958
1455,23,68,32.0427,-795.4961
1456,23,69,64.0854,-776.9963
1457,23,70,96.1282,-758.4966
1458,23,71,128.1709,-739.9968
1459,23,72,160.2137,-721.4971
1460,23,73,192.2565,-702.9973
1461,23,74,224.2993,-684.4975
1462,23,75,256.3421,-665.9977
1463,23,76,288.3849,-647.4979
1464,23,77,320.4277,-628.9981
1465,23,78,352.4705,-610.4982
1466,23,79,384.5133,-591.9984
1467,23,80,416.556,-573.4985
1468,23,81,448.5988,-554.9987
1469,23,82,480.6416,-536.4988
1470,23,83,512.6844,-517.9989
1471,23,84,544.7271,-499.499
1472,23,85,576.7698,-480.9991
1473,23,86,608.8126,-462.4992
1474,23,87,640.8553,-443.9993
1475,23,88,672.8979,-425.4994
1476,23,89,704.9419,-74.0
1477,23,90,704.9419,-37.0
1478,23,91,704.9419,0.0
1479,23,92,704.9419,37.0
1480,23,93,704.9419,74.0
1481,23,94,704.9418,-148.0
1482,23,95,704.9418,-111.0
1483,23,96,704.9418,111.0
1484,23,97,704.9418,148.0
1485,23,98,704.9417,-185.0
1486,23,99,704.9417,185.0
1487,23,100,704.9415,-221.9999
1488,23,101,704.9415,221.9999
1489,23,102,704.9414,-258.9999
1490,23,103,704.9414,258.9999
1491,23,104,704.9412,-295.9998
1492,23,105,704.9412,295.9998
1493,23,106,704.941,-332.9997
1494,23,107,704.941,332.9997
1495,23,108,704.9408,-369.9996
1496,23,109,704.9408,369.9996
1497,23,110,704.9406,-406.9995
1498,23,111,704.9406,406.9995
1499,23,112,672.8979,425.4994
